1169,1
5990,6
11002,11
14934,16
19999,21
24603,26
29358,31
36795,36
39861,41
45367,46
50850,51
54927,56
59444,61
65734,66
71837,71
76653,76
82461,81
88590,86
97269,91
99691,96
106440,101
112590,106
117645,111
123613,116
129719,121
138363,126
140357,131
143356,136
151286,141
156147,146
160917,151
165555,156
172525,161
176098,166
181652,171
188840,176
197126,181
200728,186
208386,191
218494,196
