2116,1
6017,6
10370,11
14588,16
20731,21
25729,26
32343,31
38008,36
40051,41
44596,46
48291,51
52508,56
58105,61
64697,66
69587,71
76008,76
79920,81
88890,86
92103,91
97835,96
104397,101
110184,106
116407,111
121659,116
128471,121
139438,126
138372,131
142703,136
150170,141
153573,146
158714,151
165511,156
168787,161
174579,166
181806,171
188552,176
197080,181
200350,186
205346,191
214386,196
