38,1
1525,51
1944,101
6066,151
7214,201
10683,251
11632,301
19752,351
20576,401
24884,451
29682,501
35420,551
35023,601
37502,651
39292,701
42571,751
43353,801
54064,851
55214,901
60290,951
65726,1001
60854,1051
68127,1101
70051,1151
74490,1201
76136,1251
79869,1301
80588,1351
94002,1401
90297,1451
97154,1501
98729,1551
104693,1601
108986,1651
116133,1701
112013,1751
115786,1801
118647,1851
127772,1901
128214,1951
