37,1
1447,51
2060,101
5721,151
6680,201
10736,251
11993,301
19742,351
20192,401
24830,451
25060,501
32737,551
38139,601
43230,651
40616,701
46970,751
48702,801
59998,851
61271,901
63603,951
66023,1001
67639,1051
72824,1101
73571,1151
78970,1201
79951,1251
85235,1301
87544,1351
97564,1401
101391,1451
103765,1501
104410,1551
112837,1601
111720,1651
117361,1701
121308,1751
128550,1801
126011,1851
138837,1901
140547,1951
